locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOLPKDDJ_01979	gene	645	phzG_1			
BOLPKDDJ_01979	mRNA	645	phzG_1			
BOLPKDDJ_01979	CDS	645	phzG_1	1.4.-.-		Phenazine biosynthesis protein PhzG
BOLPKDDJ_01980	gene	537				
BOLPKDDJ_01980	mRNA	537				
BOLPKDDJ_01980	CDS	537				hypothetical protein
BOLPKDDJ_01981	gene	1641				
BOLPKDDJ_01981	mRNA	1641				
BOLPKDDJ_01981	CDS	1641				hypothetical protein
BOLPKDDJ_01982	gene	1212	yfcJ			
BOLPKDDJ_01982	mRNA	1212	yfcJ			
BOLPKDDJ_01982	CDS	1212	yfcJ			putative MFS-type transporter YfcJ
BOLPKDDJ_01983	gene	189				
BOLPKDDJ_01983	mRNA	189				
BOLPKDDJ_01983	CDS	189				hypothetical protein
BOLPKDDJ_01984	gene	1152				
BOLPKDDJ_01984	mRNA	1152				
BOLPKDDJ_01984	CDS	1152				hypothetical protein
BOLPKDDJ_01985	gene	2415	fcuA			
BOLPKDDJ_01985	mRNA	2415	fcuA			
BOLPKDDJ_01985	CDS	2415	fcuA			Ferrichrome receptor FcuA
BOLPKDDJ_01986	gene	951	fecR_3			
BOLPKDDJ_01986	mRNA	951	fecR_3			
BOLPKDDJ_01986	CDS	951	fecR_3		COG3712	Protein FecR
BOLPKDDJ_01987	gene	507	fecI_3			
BOLPKDDJ_01987	mRNA	507	fecI_3			
BOLPKDDJ_01987	CDS	507	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
BOLPKDDJ_01988	gene	681				
BOLPKDDJ_01988	mRNA	681				
BOLPKDDJ_01988	CDS	681				hypothetical protein
BOLPKDDJ_01989	gene	1227				
BOLPKDDJ_01989	mRNA	1227				
BOLPKDDJ_01989	CDS	1227				hypothetical protein
BOLPKDDJ_01990	gene	1548				
BOLPKDDJ_01990	mRNA	1548				
BOLPKDDJ_01990	CDS	1548				hypothetical protein
BOLPKDDJ_01991	gene	1233	mtr_1			
BOLPKDDJ_01991	mRNA	1233	mtr_1			
BOLPKDDJ_01991	CDS	1233	mtr_1			Tryptophan-specific transport protein
BOLPKDDJ_01992	gene	348				
BOLPKDDJ_01992	mRNA	348				
BOLPKDDJ_01992	CDS	348				hypothetical protein
BOLPKDDJ_01993	gene	1401	puuB_5			
BOLPKDDJ_01993	mRNA	1401	puuB_5			
BOLPKDDJ_01993	CDS	1401	puuB_5	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
BOLPKDDJ_01994	gene	699				
BOLPKDDJ_01994	mRNA	699				
BOLPKDDJ_01994	CDS	699				hypothetical protein
BOLPKDDJ_01995	gene	147				
BOLPKDDJ_01995	mRNA	147				
BOLPKDDJ_01995	CDS	147				hypothetical protein
BOLPKDDJ_01996	gene	2028	nrdD			
BOLPKDDJ_01996	mRNA	2028	nrdD			
BOLPKDDJ_01996	CDS	2028	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
BOLPKDDJ_01997	gene	810	tam_4			
BOLPKDDJ_01997	mRNA	810	tam_4			
BOLPKDDJ_01997	CDS	810	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
BOLPKDDJ_01998	gene	1962	cirA			
BOLPKDDJ_01998	mRNA	1962	cirA			
BOLPKDDJ_01998	CDS	1962	cirA		COG4771	Colicin I receptor
BOLPKDDJ_01999	gene	90				
BOLPKDDJ_01999	mRNA	90				
BOLPKDDJ_01999	tRNA	90				tRNA-Ser(act)
BOLPKDDJ_02000	gene	477				
BOLPKDDJ_02000	mRNA	477				
BOLPKDDJ_02000	CDS	477				hypothetical protein
BOLPKDDJ_02001	gene	327				
BOLPKDDJ_02001	mRNA	327				
BOLPKDDJ_02001	CDS	327				hypothetical protein
BOLPKDDJ_02002	gene	2271				
BOLPKDDJ_02002	mRNA	2271				
BOLPKDDJ_02002	CDS	2271				hypothetical protein
BOLPKDDJ_02003	gene	2301	metE			
BOLPKDDJ_02003	mRNA	2301	metE			
BOLPKDDJ_02003	CDS	2301	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
BOLPKDDJ_02004	gene	624	rimJ			
BOLPKDDJ_02004	mRNA	624	rimJ			
BOLPKDDJ_02004	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
BOLPKDDJ_02005	gene	297				
BOLPKDDJ_02005	mRNA	297				
BOLPKDDJ_02005	CDS	297				hypothetical protein
BOLPKDDJ_02006	gene	1296	bdlA_2			
BOLPKDDJ_02006	mRNA	1296	bdlA_2			
BOLPKDDJ_02006	CDS	1296	bdlA_2		COG0840	Biofilm dispersion protein BdlA
BOLPKDDJ_02007	gene	513	paoA			
BOLPKDDJ_02007	mRNA	513	paoA			
BOLPKDDJ_02007	CDS	513	paoA	1.2.99.6	COG2080	Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA
BOLPKDDJ_02008	gene	990	paoB			
BOLPKDDJ_02008	mRNA	990	paoB			
BOLPKDDJ_02008	CDS	990	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
BOLPKDDJ_02009	gene	2205	paoC			
BOLPKDDJ_02009	mRNA	2205	paoC			
BOLPKDDJ_02009	CDS	2205	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
BOLPKDDJ_02010	gene	381				
BOLPKDDJ_02010	mRNA	381				
BOLPKDDJ_02010	CDS	381				hypothetical protein
BOLPKDDJ_02011	gene	1467				
BOLPKDDJ_02011	mRNA	1467				
BOLPKDDJ_02011	CDS	1467				hypothetical protein
BOLPKDDJ_02012	gene	309				
BOLPKDDJ_02012	mRNA	309				
BOLPKDDJ_02012	CDS	309				IS3 family transposase IS222
BOLPKDDJ_02013	gene	822				
BOLPKDDJ_02013	mRNA	822				
BOLPKDDJ_02013	CDS	822				IS3 family transposase IS222
BOLPKDDJ_02014	gene	429				
BOLPKDDJ_02014	mRNA	429				
BOLPKDDJ_02014	CDS	429				hypothetical protein
BOLPKDDJ_02015	gene	2115				
BOLPKDDJ_02015	mRNA	2115				
BOLPKDDJ_02015	CDS	2115				hypothetical protein
BOLPKDDJ_02016	gene	1140				
BOLPKDDJ_02016	mRNA	1140				
BOLPKDDJ_02016	CDS	1140				hypothetical protein
BOLPKDDJ_02017	gene	1896				
BOLPKDDJ_02017	mRNA	1896				
BOLPKDDJ_02017	CDS	1896				hypothetical protein
BOLPKDDJ_02018	gene	135				
BOLPKDDJ_02018	mRNA	135				
BOLPKDDJ_02018	CDS	135				hypothetical protein
BOLPKDDJ_02019	gene	1098				
BOLPKDDJ_02019	mRNA	1098				
BOLPKDDJ_02019	CDS	1098				hypothetical protein
BOLPKDDJ_02020	gene	1488				
BOLPKDDJ_02020	mRNA	1488				
BOLPKDDJ_02020	CDS	1488				hypothetical protein
BOLPKDDJ_02021	gene	1329	zraR_2			
BOLPKDDJ_02021	mRNA	1329	zraR_2			
BOLPKDDJ_02021	CDS	1329	zraR_2		COG2204	Transcriptional regulatory protein ZraR
BOLPKDDJ_02022	gene	960	rbsB			
BOLPKDDJ_02022	mRNA	960	rbsB			
BOLPKDDJ_02022	CDS	960	rbsB		COG1879	Ribose import binding protein RbsB
BOLPKDDJ_02023	gene	1533	araG			
BOLPKDDJ_02023	mRNA	1533	araG			
BOLPKDDJ_02023	CDS	1533	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
BOLPKDDJ_02024	gene	999	rbsC			
BOLPKDDJ_02024	mRNA	999	rbsC			
BOLPKDDJ_02024	CDS	999	rbsC		COG1172	Ribose import permease protein RbsC
BOLPKDDJ_02025	gene	1014	rbsR			
BOLPKDDJ_02025	mRNA	1014	rbsR			
BOLPKDDJ_02025	CDS	1014	rbsR		COG1609	Ribose operon repressor
BOLPKDDJ_02026	gene	927	rbsK			
BOLPKDDJ_02026	mRNA	927	rbsK			
BOLPKDDJ_02026	CDS	927	rbsK	2.7.1.15	COG0524	Ribokinase
BOLPKDDJ_02027	gene	1266				
BOLPKDDJ_02027	mRNA	1266				
BOLPKDDJ_02027	CDS	1266				hypothetical protein
BOLPKDDJ_02028	gene	753				
BOLPKDDJ_02028	mRNA	753				
BOLPKDDJ_02028	CDS	753				hypothetical protein
BOLPKDDJ_02029	gene	681				
BOLPKDDJ_02029	mRNA	681				
BOLPKDDJ_02029	CDS	681				hypothetical protein
BOLPKDDJ_02030	gene	1023				
BOLPKDDJ_02030	mRNA	1023				
BOLPKDDJ_02030	CDS	1023				hypothetical protein
BOLPKDDJ_02031	gene	570				
BOLPKDDJ_02031	mRNA	570				
BOLPKDDJ_02031	CDS	570				hypothetical protein
BOLPKDDJ_02032	gene	489				
BOLPKDDJ_02032	mRNA	489				
BOLPKDDJ_02032	CDS	489				hypothetical protein
BOLPKDDJ_02033	gene	528				
BOLPKDDJ_02033	mRNA	528				
BOLPKDDJ_02033	CDS	528				hypothetical protein
BOLPKDDJ_02034	gene	576	pnuC			
BOLPKDDJ_02034	mRNA	576	pnuC			
BOLPKDDJ_02034	CDS	576	pnuC		COG3201	Nicotinamide riboside transporter PnuC
BOLPKDDJ_02035	gene	834	uppP			
BOLPKDDJ_02035	mRNA	834	uppP			
BOLPKDDJ_02035	CDS	834	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BOLPKDDJ_02036	gene	723				
BOLPKDDJ_02036	mRNA	723				
BOLPKDDJ_02036	CDS	723				hypothetical protein
BOLPKDDJ_02037	gene	936	dmlR_10			
BOLPKDDJ_02037	mRNA	936	dmlR_10			
BOLPKDDJ_02037	CDS	936	dmlR_10			HTH-type transcriptional regulator DmlR
BOLPKDDJ_02038	gene	609	azoR1_2			
BOLPKDDJ_02038	mRNA	609	azoR1_2			
BOLPKDDJ_02038	CDS	609	azoR1_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
BOLPKDDJ_02039	gene	267				
BOLPKDDJ_02039	mRNA	267				
BOLPKDDJ_02039	CDS	267				hypothetical protein
BOLPKDDJ_02040	gene	1566	ybiT			
BOLPKDDJ_02040	mRNA	1566	ybiT			
BOLPKDDJ_02040	CDS	1566	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
BOLPKDDJ_02041	gene	336				
BOLPKDDJ_02041	mRNA	336				
BOLPKDDJ_02041	CDS	336				hypothetical protein
BOLPKDDJ_02042	gene	372	hpcD_1			
BOLPKDDJ_02042	mRNA	372	hpcD_1			
BOLPKDDJ_02042	CDS	372	hpcD_1	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
BOLPKDDJ_02043	gene	501				
BOLPKDDJ_02043	mRNA	501				
BOLPKDDJ_02043	CDS	501				hypothetical protein
BOLPKDDJ_02044	gene	234				
BOLPKDDJ_02044	mRNA	234				
BOLPKDDJ_02044	CDS	234				hypothetical protein
BOLPKDDJ_02045	gene	348				
BOLPKDDJ_02045	mRNA	348				
BOLPKDDJ_02045	CDS	348				hypothetical protein
BOLPKDDJ_02046	gene	240				
BOLPKDDJ_02046	mRNA	240				
BOLPKDDJ_02046	CDS	240				hypothetical protein
BOLPKDDJ_02047	gene	1314	brnQ_2			
BOLPKDDJ_02047	mRNA	1314	brnQ_2			
BOLPKDDJ_02047	CDS	1314	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
BOLPKDDJ_02048	gene	1704	eptA_1			
BOLPKDDJ_02048	mRNA	1704	eptA_1			
BOLPKDDJ_02048	CDS	1704	eptA_1	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
BOLPKDDJ_02049	gene	2286				
BOLPKDDJ_02049	mRNA	2286				
BOLPKDDJ_02049	CDS	2286				hypothetical protein
BOLPKDDJ_02050	gene	1200				
BOLPKDDJ_02050	mRNA	1200				
BOLPKDDJ_02050	CDS	1200				hypothetical protein
BOLPKDDJ_02051	gene	1164				
BOLPKDDJ_02051	mRNA	1164				
BOLPKDDJ_02051	CDS	1164				hypothetical protein
BOLPKDDJ_02052	gene	2607	rcsC_3			
BOLPKDDJ_02052	mRNA	2607	rcsC_3			
BOLPKDDJ_02052	CDS	2607	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BOLPKDDJ_02053	gene	864				
BOLPKDDJ_02053	mRNA	864				
BOLPKDDJ_02053	CDS	864				hypothetical protein
BOLPKDDJ_02054	gene	666	degU_2			
BOLPKDDJ_02054	mRNA	666	degU_2			
BOLPKDDJ_02054	CDS	666	degU_2		COG2197	Transcriptional regulatory protein DegU
BOLPKDDJ_02055	gene	141				
BOLPKDDJ_02055	mRNA	141				
BOLPKDDJ_02055	CDS	141				hypothetical protein
BOLPKDDJ_02056	gene	651	liaS			
BOLPKDDJ_02056	mRNA	651	liaS			
BOLPKDDJ_02056	CDS	651	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
BOLPKDDJ_02057	gene	678	exaE			
BOLPKDDJ_02057	mRNA	678	exaE			
BOLPKDDJ_02057	CDS	678	exaE			Transcriptional activator protein ExaE
BOLPKDDJ_02058	gene	648	pipB2			
BOLPKDDJ_02058	mRNA	648	pipB2			
BOLPKDDJ_02058	CDS	648	pipB2		COG1357	Secreted effector protein PipB2
BOLPKDDJ_02059	gene	1872	exaA			
BOLPKDDJ_02059	mRNA	1872	exaA			
BOLPKDDJ_02059	CDS	1872	exaA	1.1.2.8	COG4993	Quinoprotein alcohol dehydrogenase (cytochrome c)
BOLPKDDJ_02060	gene	438				
BOLPKDDJ_02060	mRNA	438				
BOLPKDDJ_02060	CDS	438				hypothetical protein
BOLPKDDJ_02061	gene	1521	adh_1			
BOLPKDDJ_02061	mRNA	1521	adh_1			
BOLPKDDJ_02061	CDS	1521	adh_1	1.2.1.3	COG1012	Aldehyde dehydrogenase
BOLPKDDJ_02062	gene	126	pqqA			
BOLPKDDJ_02062	mRNA	126	pqqA			
BOLPKDDJ_02062	CDS	126	pqqA			Coenzyme PQQ synthesis protein A
BOLPKDDJ_02063	gene	915	pqqB			
BOLPKDDJ_02063	mRNA	915	pqqB			
BOLPKDDJ_02063	CDS	915	pqqB		COG1235	Coenzyme PQQ synthesis protein B
BOLPKDDJ_02064	gene	753	pqqC			
BOLPKDDJ_02064	mRNA	753	pqqC			
BOLPKDDJ_02064	CDS	753	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
BOLPKDDJ_02065	gene	279	pqqD			
BOLPKDDJ_02065	mRNA	279	pqqD			
BOLPKDDJ_02065	CDS	279	pqqD			PqqA binding protein
BOLPKDDJ_02066	gene	1146	pqqE			
BOLPKDDJ_02066	mRNA	1146	pqqE			
BOLPKDDJ_02066	CDS	1146	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
BOLPKDDJ_02067	gene	1827				
BOLPKDDJ_02067	mRNA	1827				
BOLPKDDJ_02067	CDS	1827				hypothetical protein
BOLPKDDJ_02068	gene	1164	dhaT_2			
BOLPKDDJ_02068	mRNA	1164	dhaT_2			
BOLPKDDJ_02068	CDS	1164	dhaT_2	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
BOLPKDDJ_02069	gene	1695	sasA_3			
BOLPKDDJ_02069	mRNA	1695	sasA_3			
BOLPKDDJ_02069	CDS	1695	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
BOLPKDDJ_02070	gene	1209	yhhS			
BOLPKDDJ_02070	mRNA	1209	yhhS			
BOLPKDDJ_02070	CDS	1209	yhhS			putative MFS-type transporter YhhS
BOLPKDDJ_02071	gene	564				
BOLPKDDJ_02071	mRNA	564				
BOLPKDDJ_02071	CDS	564				hypothetical protein
BOLPKDDJ_02072	gene	357				
BOLPKDDJ_02072	mRNA	357				
BOLPKDDJ_02072	CDS	357				hypothetical protein
BOLPKDDJ_02073	gene	279	ppiC_1			
BOLPKDDJ_02073	mRNA	279	ppiC_1			
BOLPKDDJ_02073	CDS	279	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
BOLPKDDJ_02074	gene	1956	acsA_1			
BOLPKDDJ_02074	mRNA	1956	acsA_1			
BOLPKDDJ_02074	CDS	1956	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BOLPKDDJ_02075	gene	921	gltC_4			
BOLPKDDJ_02075	mRNA	921	gltC_4			
BOLPKDDJ_02075	CDS	921	gltC_4			HTH-type transcriptional regulator GltC
BOLPKDDJ_02076	gene	699	scoA			
BOLPKDDJ_02076	mRNA	699	scoA			
BOLPKDDJ_02076	CDS	699	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
BOLPKDDJ_02077	gene	657	scoB			
BOLPKDDJ_02077	mRNA	657	scoB			
BOLPKDDJ_02077	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
BOLPKDDJ_02078	gene	1182	phaA			
BOLPKDDJ_02078	mRNA	1182	phaA			
BOLPKDDJ_02078	CDS	1182	phaA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BOLPKDDJ_02079	gene	1425	atoE			
BOLPKDDJ_02079	mRNA	1425	atoE			
BOLPKDDJ_02079	CDS	1425	atoE		COG2031	Putative short-chain fatty acid transporter
BOLPKDDJ_02080	gene	771	bdhA			
BOLPKDDJ_02080	mRNA	771	bdhA			
BOLPKDDJ_02080	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
BOLPKDDJ_02081	gene	1392				
BOLPKDDJ_02081	mRNA	1392				
BOLPKDDJ_02081	CDS	1392				hypothetical protein
BOLPKDDJ_02082	gene	1446	norR_1			
BOLPKDDJ_02082	mRNA	1446	norR_1			
BOLPKDDJ_02082	CDS	1446	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
BOLPKDDJ_02083	gene	1353	pcaK_2			
BOLPKDDJ_02083	mRNA	1353	pcaK_2			
BOLPKDDJ_02083	CDS	1353	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
BOLPKDDJ_02084	gene	639	nagL_1			
BOLPKDDJ_02084	mRNA	639	nagL_1			
BOLPKDDJ_02084	CDS	639	nagL_1	5.2.1.4		Maleylpyruvate isomerase
BOLPKDDJ_02085	gene	1299				
BOLPKDDJ_02085	mRNA	1299				
BOLPKDDJ_02085	CDS	1299				hypothetical protein
BOLPKDDJ_02086	gene	1299	hmgA			
BOLPKDDJ_02086	mRNA	1299	hmgA			
BOLPKDDJ_02086	CDS	1299	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
BOLPKDDJ_02087	gene	804	kdgR_1			
BOLPKDDJ_02087	mRNA	804	kdgR_1			
BOLPKDDJ_02087	CDS	804	kdgR_1		COG1414	Transcriptional regulator KdgR
BOLPKDDJ_02088	gene	903	liuE			
BOLPKDDJ_02088	mRNA	903	liuE			
BOLPKDDJ_02088	CDS	903	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
BOLPKDDJ_02089	gene	1968	accA1_1			
BOLPKDDJ_02089	mRNA	1968	accA1_1			
BOLPKDDJ_02089	CDS	1968	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
BOLPKDDJ_02090	gene	798	menB_2			
BOLPKDDJ_02090	mRNA	798	menB_2			
BOLPKDDJ_02090	CDS	798	menB_2	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
BOLPKDDJ_02091	gene	1608				
BOLPKDDJ_02091	mRNA	1608				
BOLPKDDJ_02091	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
BOLPKDDJ_02092	gene	1164	mmgC_5			
BOLPKDDJ_02092	mRNA	1164	mmgC_5			
BOLPKDDJ_02092	CDS	1164	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BOLPKDDJ_02093	gene	405	cueR			
BOLPKDDJ_02093	mRNA	405	cueR			
BOLPKDDJ_02093	CDS	405	cueR		COG0789	HTH-type transcriptional regulator CueR
BOLPKDDJ_02094	gene	930	yjiK_3			
BOLPKDDJ_02094	mRNA	930	yjiK_3			
BOLPKDDJ_02094	CDS	930	yjiK_3		COG3204	putative protein YjiK
BOLPKDDJ_02095	gene	219				
BOLPKDDJ_02095	mRNA	219				
BOLPKDDJ_02095	CDS	219				hypothetical protein
BOLPKDDJ_02096	gene	3138	acrB_1			
BOLPKDDJ_02096	mRNA	3138	acrB_1			
BOLPKDDJ_02096	CDS	3138	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
BOLPKDDJ_02097	gene	1191	acrE			
BOLPKDDJ_02097	mRNA	1191	acrE			
BOLPKDDJ_02097	CDS	1191	acrE			Multidrug export protein AcrE
BOLPKDDJ_02098	gene	633	ttgR			
BOLPKDDJ_02098	mRNA	633	ttgR			
BOLPKDDJ_02098	CDS	633	ttgR			HTH-type transcriptional regulator TtgR
BOLPKDDJ_02099	gene	225				
BOLPKDDJ_02099	mRNA	225				
BOLPKDDJ_02099	CDS	225				hypothetical protein
BOLPKDDJ_02100	gene	1362	rkpK_1			
BOLPKDDJ_02100	mRNA	1362	rkpK_1			
BOLPKDDJ_02100	CDS	1362	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BOLPKDDJ_02101	gene	840	gtaB			
BOLPKDDJ_02101	mRNA	840	gtaB			
BOLPKDDJ_02101	CDS	840	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BOLPKDDJ_02102	gene	423				
BOLPKDDJ_02102	mRNA	423				
BOLPKDDJ_02102	CDS	423				hypothetical protein
BOLPKDDJ_02103	gene	1356	garB			
BOLPKDDJ_02103	mRNA	1356	garB			
BOLPKDDJ_02103	CDS	1356	garB	1.8.1.16		Glutathione amide reductase
BOLPKDDJ_02104	gene	1002				
BOLPKDDJ_02104	mRNA	1002				
BOLPKDDJ_02104	CDS	1002				hypothetical protein
BOLPKDDJ_02105	gene	393				
BOLPKDDJ_02105	mRNA	393				
BOLPKDDJ_02105	CDS	393				hypothetical protein
BOLPKDDJ_02106	gene	474	decR			
BOLPKDDJ_02106	mRNA	474	decR			
BOLPKDDJ_02106	CDS	474	decR		COG1522	DNA-binding transcriptional activator DecR
BOLPKDDJ_02107	gene	300				
BOLPKDDJ_02107	mRNA	300				
BOLPKDDJ_02107	CDS	300				hypothetical protein
BOLPKDDJ_02108	gene	258				
BOLPKDDJ_02108	mRNA	258				
BOLPKDDJ_02108	CDS	258				hypothetical protein
BOLPKDDJ_02109	gene	255				
BOLPKDDJ_02109	mRNA	255				
BOLPKDDJ_02109	CDS	255				hypothetical protein
BOLPKDDJ_02110	gene	1425	norG_1			
BOLPKDDJ_02110	mRNA	1425	norG_1			
BOLPKDDJ_02110	CDS	1425	norG_1		COG1167	HTH-type transcriptional regulator NorG
BOLPKDDJ_02111	gene	909				
BOLPKDDJ_02111	mRNA	909				
BOLPKDDJ_02111	CDS	909			COG2375	putative protein
BOLPKDDJ_02112	gene	675	cmoA_2			
BOLPKDDJ_02112	mRNA	675	cmoA_2			
BOLPKDDJ_02112	CDS	675	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
BOLPKDDJ_02113	gene	1659	ilvG			
BOLPKDDJ_02113	mRNA	1659	ilvG			
BOLPKDDJ_02113	CDS	1659	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
BOLPKDDJ_02114	gene	807				
BOLPKDDJ_02114	mRNA	807				
BOLPKDDJ_02114	CDS	807				hypothetical protein
BOLPKDDJ_02115	gene	1461				
BOLPKDDJ_02115	mRNA	1461				
BOLPKDDJ_02115	CDS	1461				hypothetical protein
BOLPKDDJ_02116	gene	315				
BOLPKDDJ_02116	mRNA	315				
BOLPKDDJ_02116	CDS	315				hypothetical protein
BOLPKDDJ_02117	gene	711				
BOLPKDDJ_02117	mRNA	711				
BOLPKDDJ_02117	CDS	711				hypothetical protein
BOLPKDDJ_02118	gene	1377	puuA_4			
BOLPKDDJ_02118	mRNA	1377	puuA_4			
BOLPKDDJ_02118	CDS	1377	puuA_4	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
BOLPKDDJ_02119	gene	1371	puuP_2			
BOLPKDDJ_02119	mRNA	1371	puuP_2			
BOLPKDDJ_02119	CDS	1371	puuP_2		COG0531	Putrescine importer PuuP
BOLPKDDJ_02120	gene	1230	sstT			
BOLPKDDJ_02120	mRNA	1230	sstT			
BOLPKDDJ_02120	CDS	1230	sstT		COG3633	Serine/threonine transporter SstT
BOLPKDDJ_02121	gene	903				
BOLPKDDJ_02121	mRNA	903				
BOLPKDDJ_02121	CDS	903				hypothetical protein
BOLPKDDJ_02122	gene	1875				
BOLPKDDJ_02122	mRNA	1875				
BOLPKDDJ_02122	CDS	1875				hypothetical protein
BOLPKDDJ_02123	gene	261	yidD			
BOLPKDDJ_02123	mRNA	261	yidD			
BOLPKDDJ_02123	CDS	261	yidD			Putative membrane protein insertion efficiency factor
BOLPKDDJ_02124	gene	561				
BOLPKDDJ_02124	mRNA	561				
BOLPKDDJ_02124	CDS	561				hypothetical protein
BOLPKDDJ_02125	gene	933	rhaS_6			
BOLPKDDJ_02125	mRNA	933	rhaS_6			
BOLPKDDJ_02125	CDS	933	rhaS_6			HTH-type transcriptional activator RhaS
BOLPKDDJ_02126	gene	174				
BOLPKDDJ_02126	mRNA	174				
BOLPKDDJ_02126	CDS	174				hypothetical protein
BOLPKDDJ_02127	gene	297				
BOLPKDDJ_02127	mRNA	297				
BOLPKDDJ_02127	CDS	297				hypothetical protein
BOLPKDDJ_02128	gene	1995				
BOLPKDDJ_02128	mRNA	1995				
BOLPKDDJ_02128	CDS	1995				hypothetical protein
BOLPKDDJ_02129	gene	507	fecI_4			
BOLPKDDJ_02129	mRNA	507	fecI_4			
BOLPKDDJ_02129	CDS	507	fecI_4		COG1595	putative RNA polymerase sigma factor FecI
BOLPKDDJ_02130	gene	954	fecR_4			
BOLPKDDJ_02130	mRNA	954	fecR_4			
BOLPKDDJ_02130	CDS	954	fecR_4		COG3712	Protein FecR
BOLPKDDJ_02131	gene	471	cynS			
BOLPKDDJ_02131	mRNA	471	cynS			
BOLPKDDJ_02131	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
BOLPKDDJ_02132	gene	663	cynT_2			
BOLPKDDJ_02132	mRNA	663	cynT_2			
BOLPKDDJ_02132	CDS	663	cynT_2	4.2.1.1	COG0288	Carbonic anhydrase 1
BOLPKDDJ_02133	gene	888	cynR_2			
BOLPKDDJ_02133	mRNA	888	cynR_2			
BOLPKDDJ_02133	CDS	888	cynR_2			HTH-type transcriptional regulator CynR
BOLPKDDJ_02134	gene	1416	efpA			
BOLPKDDJ_02134	mRNA	1416	efpA			
BOLPKDDJ_02134	CDS	1416	efpA			putative MFS-type transporter EfpA
BOLPKDDJ_02135	gene	930	pgrR_5			
BOLPKDDJ_02135	mRNA	930	pgrR_5			
BOLPKDDJ_02135	CDS	930	pgrR_5			HTH-type transcriptional regulator PgrR
BOLPKDDJ_02136	gene	2958	btuB_3			
BOLPKDDJ_02136	mRNA	2958	btuB_3			
BOLPKDDJ_02136	CDS	2958	btuB_3			Vitamin B12 transporter BtuB
BOLPKDDJ_02137	gene	1809				
BOLPKDDJ_02137	mRNA	1809				
BOLPKDDJ_02137	CDS	1809				hypothetical protein
BOLPKDDJ_02138	gene	1074	yejB_2			
BOLPKDDJ_02138	mRNA	1074	yejB_2			
BOLPKDDJ_02138	CDS	1074	yejB_2		COG4174	Inner membrane ABC transporter permease protein YejB
BOLPKDDJ_02139	gene	1017	yejE_2			
BOLPKDDJ_02139	mRNA	1017	yejE_2			
