#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AJO87476.1	71421.HI_1648	1.61e-121	347.0	COG0311@1|root,COG0311@2|Bacteria,1RI7S@1224|Proteobacteria,1S9KK@1236|Gammaproteobacteria,1Y8YB@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS	pdxT	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0032991,GO:0034641,GO:0042364,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600	4.3.3.6	ko:K08681	ko00750,map00750	-	R07456	RC00010,RC01783,RC03043	ko00000,ko00001,ko01000	-	-	-	SNO
AJO87477.1	71421.HI_1649	0.0	1152.0	COG0277@1|root,COG0277@2|Bacteria,1MVG7@1224|Proteobacteria,1RN5V@1236|Gammaproteobacteria,1Y83V@135625|Pasteurellales	135625|Pasteurellales	C	Catalyzes the oxidation of D-lactate to pyruvate	dld	GO:0000166,GO:0003674,GO:0003824,GO:0004457,GO:0004458,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006082,GO:0006089,GO:0006091,GO:0008150,GO:0008152,GO:0009898,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016898,GO:0019516,GO:0019752,GO:0019897,GO:0019898,GO:0022900,GO:0022904,GO:0031234,GO:0032787,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044281,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045333,GO:0048037,GO:0050660,GO:0050662,GO:0051990,GO:0055114,GO:0071704,GO:0071944,GO:0071949,GO:0097159,GO:0098552,GO:0098562,GO:1901265,GO:1901363,GO:1901615	1.1.5.12	ko:K03777	ko00620,ko01120,map00620,map01120	-	R00704,R11591	RC00044	ko00000,ko00001,ko01000	-	-	-	FAD_binding_4,Lact-deh-memb
AJO87478.1	71421.HI_1652	3.39e-127	362.0	COG0791@1|root,COG0791@2|Bacteria,1N0EE@1224|Proteobacteria,1RR2X@1236|Gammaproteobacteria,1Y8NP@135625|Pasteurellales	135625|Pasteurellales	M	NlpC/P60 family	nlpC	-	3.4.17.13	ko:K13694	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	NLPC_P60
AJO87479.1	1028806.GGE_0570	0.0	917.0	COG0312@1|root,COG0312@2|Bacteria,1MUSK@1224|Proteobacteria,1RMA5@1236|Gammaproteobacteria,1Y6TX@135625|Pasteurellales	135625|Pasteurellales	S	Zn-dependent proteases and their inactivated	tldD	-	-	ko:K03568	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
AJO87480.1	71421.HI_1654	3.05e-200	555.0	COG0313@1|root,COG0313@2|Bacteria,1MU0E@1224|Proteobacteria,1RM7U@1236|Gammaproteobacteria,1Y763@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
AJO87481.1	71421.HI_1655	0.0	1087.0	COG3107@1|root,COG3107@2|Bacteria,1MUHR@1224|Proteobacteria,1RXX4@1236|Gammaproteobacteria,1Y9S6@135625|Pasteurellales	135625|Pasteurellales	M	Regulator of peptidoglycan synthesis that is essential for the function of penicillin-binding protein 1A (PBP1a)	lpoA	-	-	ko:K07121	-	-	-	-	ko00000	-	-	-	LppC
AJO87482.1	1028803.GG9_1493	2.2e-83	246.0	COG0792@1|root,COG0792@2|Bacteria,1N6VN@1224|Proteobacteria,1SC8A@1236|Gammaproteobacteria,1Y8VG@135625|Pasteurellales	135625|Pasteurellales	L	Belongs to the UPF0102 family	VY92_06550	-	-	ko:K07460	-	-	-	-	ko00000	-	-	-	UPF0102
AJO87483.1	1028803.GG9_1494	2.85e-129	368.0	COG0279@1|root,COG0279@2|Bacteria,1NJ8X@1224|Proteobacteria,1RS1Y@1236|Gammaproteobacteria,1Y8DG@135625|Pasteurellales	135625|Pasteurellales	G	Phosphoheptose isomerase	VY92_06545	-	5.3.1.28	ko:K03271	ko00540,ko01100,map00540,map01100	M00064	R05645,R09768,R09769	RC00434	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	SIS_2
AJO87484.1	1028803.GG9_1495	1.78e-127	363.0	COG2823@1|root,COG2823@2|Bacteria,1MUZ2@1224|Proteobacteria,1RY2B@1236|Gammaproteobacteria,1Y8C6@135625|Pasteurellales	135625|Pasteurellales	S	21 kDa hemolysin of Pasteurellaceae UniRef RepID HLY2_ACTPL	hly	-	-	-	-	-	-	-	-	-	-	-	BON
AJO87485.1	71421.HI_1659	0.0	1496.0	COG0209@1|root,COG0209@2|Bacteria,1MUJ8@1224|Proteobacteria,1RMPV@1236|Gammaproteobacteria,1Y6WV@135625|Pasteurellales	135625|Pasteurellales	F	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdA	-	1.17.4.1	ko:K00525	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN
AJO87486.1	71421.HI_1660	1.73e-271	743.0	COG0208@1|root,COG0208@2|Bacteria,1MWUS@1224|Proteobacteria,1RMJC@1236|Gammaproteobacteria,1Y6ZV@135625|Pasteurellales	135625|Pasteurellales	F	reductase	nrdB	-	1.17.4.1	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R02017,R02018,R02019,R02024	RC00613	ko00000,ko00001,ko00002,ko01000,ko03400	-	-	-	Ribonuc_red_sm
AJO87487.1	71421.HI_1661	8.08e-280	766.0	COG0508@1|root,COG0508@2|Bacteria,1MUJD@1224|Proteobacteria,1RME0@1236|Gammaproteobacteria,1Y779@135625|Pasteurellales	135625|Pasteurellales	C	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)	sucB	-	2.3.1.61	ko:K00658	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R02570,R02571,R08549	RC00004,RC02727,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	2-oxoacid_dh,Biotin_lipoyl,E3_binding
AJO87488.1	71421.HI_1662	0.0	1885.0	COG0567@1|root,COG0567@2|Bacteria,1MVBF@1224|Proteobacteria,1RN8K@1236|Gammaproteobacteria,1Y7B6@135625|Pasteurellales	135625|Pasteurellales	C	dehydrogenase E1 component	sucA	GO:0003674,GO:0003824,GO:0004591,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0055114,GO:0071704,GO:0072350,GO:1902494,GO:1990204,GO:1990234	1.2.4.2	ko:K00164	ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R00621,R01933,R01940,R03316,R08549	RC00004,RC00027,RC00627,RC02743,RC02833,RC02883	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr
AJO87489.1	71421.HI_1663	3.45e-157	440.0	COG0491@1|root,COG0491@2|Bacteria,1MUDN@1224|Proteobacteria,1RMMG@1236|Gammaproteobacteria,1Y7RJ@135625|Pasteurellales	135625|Pasteurellales	S	glyoxalase II family protein	Z012_03820	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
AJO87490.1	71421.HI_1664	1.84e-171	479.0	COG0084@1|root,COG0084@2|Bacteria,1N0FS@1224|Proteobacteria,1S9EY@1236|Gammaproteobacteria,1Y9SW@135625|Pasteurellales	135625|Pasteurellales	L	Protein involved in endodeoxyribonuclease activity producing 5'-phosphomonoesters	-	GO:0003674,GO:0003824,GO:0004518,GO:0004536,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0016788,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575	-	ko:K03424	-	-	-	-	ko00000,ko01000	-	-	-	TatD_DNase
AJO87491.1	1028803.GG9_1503	1.32e-130	370.0	COG3108@1|root,COG3108@2|Bacteria,1MWW2@1224|Proteobacteria,1RS5K@1236|Gammaproteobacteria,1YA0G@135625|Pasteurellales	135625|Pasteurellales	S	Bacterial protein of unknown function (DUF882)	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M15_2
AJO87492.1	71421.HI_1667	0.0	950.0	COG2989@1|root,COG2989@2|Bacteria,1MV14@1224|Proteobacteria,1RQR7@1236|Gammaproteobacteria,1Y7PB@135625|Pasteurellales	135625|Pasteurellales	S	protein conserved in bacteria	-	-	-	ko:K21470	-	-	-	-	ko00000,ko01002,ko01011	-	-	-	YkuD
AJO87493.1	71421.HI_1668	0.0	1321.0	COG0793@1|root,COG0793@2|Bacteria,1MU39@1224|Proteobacteria,1RMSR@1236|Gammaproteobacteria,1Y78D@135625|Pasteurellales	135625|Pasteurellales	M	Belongs to the peptidase S41A family	prc	GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0023052,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043170,GO:0044238,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.21.102	ko:K03797	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	DUF3340,PDZ,Peptidase_S41
AJO87494.1	1028803.GG9_1506	1.41e-115	335.0	COG3109@1|root,COG3109@2|Bacteria,1N68T@1224|Proteobacteria,1RP4S@1236|Gammaproteobacteria,1Y7VP@135625|Pasteurellales	135625|Pasteurellales	T	RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities	proQ	-	-	ko:K03607	-	-	-	-	ko00000	-	-	-	ProQ,ProQ_C
AJO87496.1	71421.HI_1671	2.94e-248	685.0	COG2995@1|root,COG2995@2|Bacteria,1MWG1@1224|Proteobacteria,1RM9Z@1236|Gammaproteobacteria,1Y815@135625|Pasteurellales	135625|Pasteurellales	S	paraquat-inducible protein A	Z012_03595	-	-	ko:K03808	-	-	-	-	ko00000	-	-	-	PqiA
AJO87497.1	71421.HI_1672	0.0	1686.0	COG3008@1|root,COG3008@2|Bacteria,1MU1T@1224|Proteobacteria,1RN89@1236|Gammaproteobacteria,1Y6SF@135625|Pasteurellales	135625|Pasteurellales	Q	Paraquat-inducible protein B	Z012_03590	-	-	-	-	-	-	-	-	-	-	-	MlaD
AJO87498.1	71421.HI_1673	3.2e-100	291.0	COG0314@1|root,COG0314@2|Bacteria,1RGUX@1224|Proteobacteria,1S5YH@1236|Gammaproteobacteria,1Y8H4@135625|Pasteurellales	135625|Pasteurellales	H	Molybdopterin	moaE	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016740,GO:0016782,GO:0016783,GO:0018130,GO:0019538,GO:0019637,GO:0019693,GO:0030366,GO:0032324,GO:0034641,GO:0042278,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657	2.8.1.12	ko:K03635	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09395	RC02507	ko00000,ko00001,ko01000	-	-	-	MoaE
AJO87499.1	71421.HI_1674	3.58e-51	161.0	COG1977@1|root,COG1977@2|Bacteria,1N0IE@1224|Proteobacteria,1S8S1@1236|Gammaproteobacteria,1Y9BR@135625|Pasteurellales	135625|Pasteurellales	H	Involved in sulfur transfer in the conversion of molybdopterin precursor Z to molybdopterin	moaD	-	-	ko:K03636	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	-	ThiS
AJO87500.1	1028806.GGE_1540	7.66e-106	306.0	COG0315@1|root,COG0315@2|Bacteria,1RCYZ@1224|Proteobacteria,1S3ST@1236|Gammaproteobacteria,1Y7QN@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)	moaC	-	4.6.1.17	ko:K03637	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R11372	RC03425	ko00000,ko00001,ko01000	-	-	-	MoaC
AJO87501.1	71421.HI_1676	7.9e-246	674.0	COG2896@1|root,COG2896@2|Bacteria,1MW3W@1224|Proteobacteria,1RR68@1236|Gammaproteobacteria,1Y7TN@135625|Pasteurellales	135625|Pasteurellales	H	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate	moaA	-	4.1.99.22	ko:K03639	ko00790,ko01100,ko04122,map00790,map01100,map04122	-	R09394	RC03420	ko00000,ko00001,ko01000	-	-	-	Fer4_12,Mob_synth_C,Radical_SAM
AJO87502.1	1028805.GGC_0285	1.45e-159	447.0	COG2846@1|root,COG2846@2|Bacteria,1MVCQ@1224|Proteobacteria,1RPY6@1236|Gammaproteobacteria,1Y6QH@135625|Pasteurellales	135625|Pasteurellales	D	Di-iron-containing protein involved in the repair of iron-sulfur clusters	-	-	-	ko:K07322	-	-	-	-	ko00000	-	-	-	Hemerythrin,ScdA_N
AJO87503.1	1028803.GG9_1089	7.06e-220	607.0	COG0517@1|root,COG0794@1|root,COG0517@2|Bacteria,COG0794@2|Bacteria,1MUXD@1224|Proteobacteria,1RMT9@1236|Gammaproteobacteria,1Y6W6@135625|Pasteurellales	135625|Pasteurellales	M	Arabinose 5-phosphate isomerase	kpsF	-	5.3.1.13	ko:K06041	ko00540,ko01100,map00540,map01100	M00063	R01530	RC00541	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CBS,SIS
AJO87504.1	1028805.GGC_0283	1.96e-120	344.0	COG1778@1|root,COG1778@2|Bacteria,1RH85@1224|Proteobacteria,1RYWX@1236|Gammaproteobacteria,1Y7M5@135625|Pasteurellales	135625|Pasteurellales	S	Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate	VY92_07790	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008781,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0070567,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	3.1.3.45	ko:K03270	ko00540,ko01100,map00540,map01100	M00063	R03350	RC00017	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Hydrolase_3
AJO87507.1	1028806.GGE_1255	0.0	931.0	COG3914@1|root,COG3914@2|Bacteria,1QE8S@1224|Proteobacteria,1S0MN@1236|Gammaproteobacteria,1Y80T@135625|Pasteurellales	135625|Pasteurellales	O	O-linked N-acetylglucosamine transferase, SPINDLY family	-	-	-	-	-	-	-	-	-	-	-	-	-
AJO87508.1	637911.AM305_10081	1.66e-27	105.0	COG2801@1|root,COG2801@2|Bacteria,1N207@1224|Proteobacteria,1S1FB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	COG2801 Transposase and inactivated derivatives	-	-	-	-	-	-	-	-	-	-	-	-	HTH_28,HTH_32,LZ_Tnp_IS481,rve,rve_3
AJO87509.1	71421.HI_1599	3.82e-167	467.0	COG3219@1|root,COG3219@2|Bacteria,1RKMJ@1224|Proteobacteria,1TFFH@1236|Gammaproteobacteria,1Y8J5@135625|Pasteurellales	135625|Pasteurellales	S	Putative DNA-binding domain	-	-	-	ko:K09929	-	-	-	-	ko00000	-	-	-	DUF2063
AJO87510.1	71421.HI_1600	4.04e-224	617.0	COG3220@1|root,COG3220@2|Bacteria,1MURE@1224|Proteobacteria,1RQ9H@1236|Gammaproteobacteria,1Y6X1@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the UPF0276 family	-	-	-	ko:K09930	-	-	-	-	ko00000	-	-	-	DUF692
AJO87511.1	71421.HI_1601	3.29e-14	69.3	COG3767@1|root,COG3767@2|Bacteria,1QEMS@1224|Proteobacteria,1SCMV@1236|Gammaproteobacteria,1Y97T@135625|Pasteurellales	135625|Pasteurellales	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AJO87512.1	71421.HI_1602	5.04e-103	298.0	COG2259@1|root,COG2259@2|Bacteria,1RKEE@1224|Proteobacteria,1T0D4@1236|Gammaproteobacteria,1Y8QQ@135625|Pasteurellales	135625|Pasteurellales	S	TQO small subunit DoxD	-	-	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
AJO87513.1	71421.HI_1603	3.03e-158	444.0	COG1392@1|root,COG1392@2|Bacteria,1MXY9@1224|Proteobacteria,1RQHT@1236|Gammaproteobacteria,1Y72W@135625|Pasteurellales	135625|Pasteurellales	P	Phosphate transport regulator (distant homolog of PhoU)	VY92_08315	-	-	ko:K07220	-	-	-	-	ko00000	-	-	-	PhoU_div
AJO87514.1	71421.HI_1604	2.53e-284	779.0	COG0306@1|root,COG0306@2|Bacteria,1MVXK@1224|Proteobacteria,1RP0Q@1236|Gammaproteobacteria,1Y80U@135625|Pasteurellales	135625|Pasteurellales	P	Phosphate	VY92_08320	GO:0003674,GO:0005215,GO:0005315,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0015291,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0035435,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
AJO87515.1	71421.HI_1605	1.29e-134	382.0	COG3103@1|root,COG4991@2|Bacteria,1MX7M@1224|Proteobacteria,1RS74@1236|Gammaproteobacteria,1Y7PX@135625|Pasteurellales	135625|Pasteurellales	T	SH3 domain protein	-	-	-	ko:K07184	-	-	-	-	ko00000	-	-	-	SH3_3
AJO87516.1	71421.HI_1606	9.52e-303	825.0	COG0617@1|root,COG0617@2|Bacteria,1MU2X@1224|Proteobacteria,1RPFJ@1236|Gammaproteobacteria,1Y7J7@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases	cca	-	2.7.7.72	ko:K00974	ko03013,map03013	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	HD,PolyA_pol,PolyA_pol_RNAbd
AJO87517.1	71421.HI_1607	2.15e-145	410.0	COG3017@1|root,COG3017@2|Bacteria,1N02T@1224|Proteobacteria,1S91E@1236|Gammaproteobacteria,1Y8EW@135625|Pasteurellales	135625|Pasteurellales	M	Plays a critical role in the incorporation of lipoproteins in the outer membrane after they are released by the LolA protein	lolB	-	-	ko:K02494	-	-	-	-	ko00000	-	-	-	LolB
AJO87518.1	71421.HI_1608	4.48e-225	620.0	COG1947@1|root,COG1947@2|Bacteria,1MVU3@1224|Proteobacteria,1RP23@1236|Gammaproteobacteria,1Y7VV@135625|Pasteurellales	135625|Pasteurellales	F	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0050515	2.7.1.148	ko:K00919	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000	-	-	-	GHMP_kinases_C,GHMP_kinases_N
AJO87519.1	71421.HI_1609	1.78e-215	596.0	COG0462@1|root,COG0462@2|Bacteria,1MW21@1224|Proteobacteria,1RMUC@1236|Gammaproteobacteria,1YA19@135625|Pasteurellales	135625|Pasteurellales	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran_N
AJO87520.1	1028803.GG9_1467	2.08e-284	777.0	COG0162@1|root,COG0162@2|Bacteria,1MVUQ@1224|Proteobacteria,1RPKC@1236|Gammaproteobacteria,1Y75U@135625|Pasteurellales	135625|Pasteurellales	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016875,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
AJO87521.1	1028803.GG9_1468	3.04e-173	483.0	COG1489@1|root,COG1489@2|Bacteria,1MUC3@1224|Proteobacteria,1RQ95@1236|Gammaproteobacteria,1Y7N8@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the SfsA family	sfsA	-	-	ko:K06206	-	-	-	-	ko00000	-	-	-	SfsA
AJO87522.1	71421.HI_1612	2.69e-315	861.0	COG0534@1|root,COG0534@2|Bacteria,1MUAM@1224|Proteobacteria,1RP5M@1236|Gammaproteobacteria,1Y6VH@135625|Pasteurellales	135625|Pasteurellales	V	Multidrug resistance protein	hmrM	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0022857,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
AJO87523.1	71421.HI_1613	1.11e-140	397.0	COG0307@1|root,COG0307@2|Bacteria,1MUMB@1224|Proteobacteria,1RMSY@1236|Gammaproteobacteria,1Y861@135625|Pasteurellales	135625|Pasteurellales	H	Riboflavin synthase	ribE	GO:0003674,GO:0003824,GO:0004746,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.9	ko:K00793	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R00066	RC00958,RC00960	ko00000,ko00001,ko00002,ko01000	-	-	-	Lum_binding
