#query seed_ortholog evalue score eggNOG_OGs max_annot_lvl COG_category Description Preferred_name GOs EC KEGG_ko KEGG_Pathway KEGG_Module KEGG_Reaction KEGG_rclass BRITE KEGG_TC CAZy BiGG_Reaction PFAMs																																																																																																																																																																																																				
AAG05333.1 287.DR97_5903 0.0 875.0 COG2204@1|root	COG2204@2|Bacteria	1MU0N@1224|Proteobacteria	1RMCK@1236|Gammaproteobacteria	1YEVH@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria T Bacterial regulatory protein	Fis family - - - ko:K18219 - M00667 - - ko00000	ko00002	ko03000 - - - HTH_8	Sigma54_activat																																																																																																																																																																																												
AAG05334.1 287.DR97_5902 6.97e-215 595.0 COG1879@1|root	COG1879@2|Bacteria	1NRXG@1224|Proteobacteria	1S0BQ@1236|Gammaproteobacteria 1236|Gammaproteobacteria G ABC-type sugar transport system periplasmic component rbsB - - ko:K10439 ko02010	ko02030	map02010	map02030 M00212 - - ko00000	ko00001	ko00002	ko02000 3.A.1.2.1	3.A.1.2.13	3.A.1.2.19 - - Peripla_BP_4																																																																																																																																																																																									
AAG05335.1 287.DR97_5901 0.0 970.0 COG1129@1|root	COG1129@2|Bacteria	1MU22@1224|Proteobacteria	1RMCH@1236|Gammaproteobacteria 1236|Gammaproteobacteria P import. Responsible for energy coupling to the transport system - - 3.6.3.17 ko:K10441 ko02010	map02010 M00212 - - ko00000	ko00001	ko00002	ko01000	ko02000 3.A.1.2.1	3.A.1.2.13	3.A.1.2.19 - - ABC_tran																																																																																																																																																																																										
AAG05336.1 287.DR97_5900 7.24e-219 606.0 COG1172@1|root	COG1172@2|Bacteria	1NB7E@1224|Proteobacteria	1RQW1@1236|Gammaproteobacteria	1YK54@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria G Branched-chain amino acid transport system / permease component rbsC - - ko:K10440 ko02010	map02010 M00212 - - ko00000	ko00001	ko00002	ko02000 3.A.1.2.1	3.A.1.2.13	3.A.1.2.19 - - BPD_transp_2																																																																																																																																																																																										
AAG05337.1 287.DR97_5899 3.04e-234 645.0 COG1609@1|root	COG1609@2|Bacteria	1MVUR@1224|Proteobacteria	1RN2K@1236|Gammaproteobacteria 1236|Gammaproteobacteria K Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides	regulating purB	purC	purEK	purF	purHD	purL	purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors	hypoxanthine or guanine	thereby effecting transcription repression purR GO:0000976	GO:0000984	GO:0000986	GO:0000987	GO:0001017	GO:0001067	GO:0001130	GO:0001131	GO:0001141	GO:0001216	GO:0001217	GO:0002054	GO:0002057	GO:0002060	GO:0003674	GO:0003676	GO:0003677	GO:0003690	GO:0003700	GO:0005488	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006140	GO:0006355	GO:0008150	GO:0009889	GO:0009890	GO:0009891	GO:0009892	GO:0009893	GO:0010468	GO:0010556	GO:0010557	GO:0010558	GO:0010563	GO:0010604	GO:0010605	GO:0010628	GO:0010629	GO:0019219	GO:0019220	GO:0019222	GO:0030808	GO:0030809	GO:0031323	GO:0031324	GO:0031325	GO:0031326	GO:0031327	GO:0031328	GO:0036094	GO:0043565	GO:0044212	GO:0044424	GO:0044444	GO:0044464	GO:0045892	GO:0045893	GO:0045934	GO:0045935	GO:0045936	GO:0045980	GO:0048518	GO:0048519	GO:0048522	GO:0048523	GO:0050789	GO:0050794	GO:0051171	GO:0051172	GO:0051173	GO:0051174	GO:0051252	GO:0051253	GO:0051254	GO:0060255	GO:0062012	GO:0062014	GO:0065007	GO:0080090	GO:0097159	GO:0140110	GO:1900371	GO:1900372	GO:1900542	GO:1900543	GO:1901363	GO:1902679	GO:1902680	GO:1903506	GO:1903507	GO:1903508	GO:1990837	GO:2000112	GO:2000113	GO:2001141 - ko:K02529	ko:K03604 - - - - ko00000	ko03000 - - - LacI	Peripla_BP_3																																																																																			
AAG05338.1 287.DR97_5898 5.05e-207 574.0 COG0524@1|root	COG0524@2|Bacteria	1MV5B@1224|Proteobacteria	1RNVY@1236|Gammaproteobacteria 1236|Gammaproteobacteria H Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5- phosphate can then be used either for sythesis of nucleotides	histidine	and tryptophan	or as a component of the pentose phosphate pathway rbsK - 2.7.1.15 ko:K00852 ko00030	map00030 - R01051	R02750 RC00002	RC00017 ko00000	ko00001	ko01000 - - - PfkB																																																																																																																																																																																									
AAG05339.1 287.DR97_5897 1.16e-301 823.0 COG3637@1|root	COG3637@2|Bacteria	1R4GF@1224|Proteobacteria	1RPKW@1236|Gammaproteobacteria	1YHY1@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria M Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A	a bioactive component of lipopolysaccharide (LPS)	thereby releasing the primary fatty acyl moiety - - - - - - - - - - - - Phenol_MetA_deg																																																																																																																																																																																														
AAG05340.1 287.DR97_5896 5.33e-164 460.0 2EU5Q@1|root	33MNB@2|Bacteria	1NBSC@1224|Proteobacteria	1T0AN@1236|Gammaproteobacteria	1YGM0@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05341.1 287.DR97_5895 2.49e-157 441.0 COG3271@1|root	COG3271@2|Bacteria	1RDFJ@1224|Proteobacteria	1T0QZ@1236|Gammaproteobacteria	1YIV2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Peptidase C39 family - - - ko:K06992 - - - - ko00000 - - - Peptidase_C39																																																																																																																																																																																																
AAG05342.1 287.DR97_5894 1.6e-226 626.0 2DM0S@1|root	317K8@2|Bacteria	1RM4S@1224|Proteobacteria	1S7UJ@1236|Gammaproteobacteria	1YHMP@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05343.1 287.DR97_5893 8.76e-117 336.0 2EFVM@1|root	339MV@2|Bacteria	1NH9A@1224|Proteobacteria	1SZX9@1236|Gammaproteobacteria	1YK0R@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05344.1 287.DR97_5892 9.19e-99 288.0 2BGGB@1|root	32AEC@2|Bacteria	1QF2Y@1224|Proteobacteria	1TC51@1236|Gammaproteobacteria	1YJVP@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05345.1 287.DR97_5891 4.32e-117 335.0 COG3172@1|root	COG3172@2|Bacteria	1NDF4@1224|Proteobacteria	1SEGE@1236|Gammaproteobacteria	1YFSX@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H AAA domain - - - - - - - - - - - - AAA_28																																																																																																																																																																																																
AAG05346.1 287.DR97_5890 3.78e-137 387.0 COG3201@1|root	COG3201@2|Bacteria	1RHIW@1224|Proteobacteria	1T0MT@1236|Gammaproteobacteria	1YG6A@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H Nicotinamide mononucleotide transporter pnuC - - ko:K03811 - - - - ko00000	ko02000 4.B.1.1 - - NMN_transporter																																																																																																																																																																																															
AAG05347.1 287.DR97_5889 5.27e-198 548.0 COG1968@1|root	COG1968@2|Bacteria	1MX02@1224|Proteobacteria	1RQQT@1236|Gammaproteobacteria	1YEI0@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria V Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin uppP GO:0003674	GO:0003824	GO:0005575	GO:0005623	GO:0005886	GO:0005887	GO:0006793	GO:0006796	GO:0008150	GO:0008152	GO:0009987	GO:0016020	GO:0016021	GO:0016311	GO:0016462	GO:0016787	GO:0016817	GO:0016818	GO:0031224	GO:0031226	GO:0042221	GO:0044237	GO:0044425	GO:0044459	GO:0044464	GO:0046677	GO:0050380	GO:0050896	GO:0071944 3.6.1.27 ko:K06153 ko00550	map00550 - R05627 RC00002 ko00000	ko00001	ko01000	ko01011 - - iYL1228.KPN_03461 BacA																																																																																																																																																																
AAG05348.1 287.DR97_5888 9.99e-161 451.0 COG1278@1|root	COG3326@1|root	COG1278@2|Bacteria	COG3326@2|Bacteria	1N6YM@1224|Proteobacteria	1SCMX@1236|Gammaproteobacteria	1YG6J@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria K Protein of unknown function (DUF1294) - - - - - - - - - - - - CSD	DUF1294																																																																																																																																																																																													
AAG05349.1 287.DR97_5887 3.35e-218 602.0 COG0583@1|root	COG0583@2|Bacteria	1MXDQ@1224|Proteobacteria	1RPBS@1236|Gammaproteobacteria	1YET2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria K LysR substrate binding domain - - - - - - - - - - - - HTH_1	LysR_substrate																																																																																																																																																																																															
AAG05350.1 287.DR97_5886 1.7e-134 382.0 COG1182@1|root	COG1182@2|Bacteria	1P59R@1224|Proteobacteria	1S3TP@1236|Gammaproteobacteria	1YEAG@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria I Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH	but not NADPH	as an electron donor for its activity azoR5 - - ko:K01118 - - - - ko00000	ko01000 - - - Flavodoxin_2																																																																																																																																																																																													
AAG05352.1 287.DR97_5884 0.0 1027.0 COG0488@1|root	COG0488@2|Bacteria	1MU37@1224|Proteobacteria	1RPN9@1236|Gammaproteobacteria	1YEW1@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S ABC transporter ybiT GO:0006950	GO:0008150	GO:0009266	GO:0009409	GO:0009628	GO:0050896 - - - - - - - - - - ABC_tran	ABC_tran_Xtn																																																																																																																																																																																										
AAG05354.1 287.DR97_5882 8.43e-65 199.0 COG3232@1|root	COG3232@2|Bacteria	1QEF8@1224|Proteobacteria	1TB4D@1236|Gammaproteobacteria	1YGY3@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E 5-carboxymethyl-2-hydroxymuconate isomerase - - 5.3.3.10 ko:K01826 ko00350	ko01120	ko01220	map00350	map01120	map01220 M00533 R04379	R04482 RC01141	RC01162 ko00000	ko00001	ko00002	ko01000 - - - CHMI																																																																																																																																																																																						
AAG05355.1 287.DR97_5881 1.46e-106 308.0 2DRBN@1|root	33B4G@2|Bacteria	1NGHB@1224|Proteobacteria	1SE9T@1236|Gammaproteobacteria	1YH73@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05356.1 287.DR97_5880 4.97e-47 151.0 2ARKV@1|root	31GXH@2|Bacteria	1QEKN@1224|Proteobacteria	1TBCA@1236|Gammaproteobacteria	1YH80@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria - - - - - - - - - - - - - - -																																																																																																																																																																																																
AAG05357.1 287.DR97_5879 9.39e-69 209.0 2DR05@1|root	339MI@2|Bacteria	1NHD4@1224|Proteobacteria	1SCR4@1236|Gammaproteobacteria	1YGZZ@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Peptidase inhibitor I78 family - - - - - - - - - - - - Inhibitor_I78																																																																																																																																																																																																
